Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	Only identified by site	Reverse	Potential contaminant
163	Q9EQU5;A2BE93;A2BE92	Q9EQU5;A2BE93;A2BE92	Protein SET	Set	sp|Q9EQU5|SET_MOUSE Protein SET OS=Mus musculus OX=10090 GN=Set PE=1 SV=1;tr|A2BE93|A2BE93_MOUSE Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1;tr|A2BE92|A2BE92_MOUSE Protein SET (Fragment) OS=Mus musculus OX=10090 GN=Set PE=1 SV=1	2	2	2	0	0	1657100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
164	A2CF73;O88282	A2CF73;O88282	B-cell CLL/lymphoma 6 member B protein	Bcl6b	tr|A2CF73|A2CF73_MOUSE B-cell CLL/lymphoma 6 member B protein (Fragment) OS=Mus musculus OX=10090 GN=Bcl6b PE=4 SV=1;sp|O88282|BCL6B_MOUSE B-cell CLL/lymphoma 6 member B protein OS=Mus musculus OX=10090 GN=Bcl6b PE=1 SV=1	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1768400	0	0	0	0	0	0	0	0			
165	A3KFV6	A3KFV6		Col16a1	tr|A3KFV6|A3KFV6_MOUSE Collagen alpha-1(XVI) chain (Fragment) OS=Mus musculus OX=10090 GN=Col16a1 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29697000	0	0	0	0	0			
166	A3KGJ7;E9Q5A8;Q60952	A3KGJ7;E9Q5A8;Q60952	Centrosome-associated protein CEP250	Cep250	tr|A3KGJ7|A3KGJ7_MOUSE Centrosome-associated protein CEP250 OS=Mus musculus OX=10090 GN=Cep250 PE=1 SV=2;tr|E9Q5A8|E9Q5A8_MOUSE Centrosome-associated protein CEP250 OS=Mus musculus OX=10090 GN=Cep250 PE=1 SV=1;sp|Q60952|CP250_MOUSE Centrosome-associated pr	1	1	1	0	0	0	281020000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
167	A4Q9F4	A4Q9F4	Tubulin polyglutamylase TTLL11	Ttll11	sp|A4Q9F4|TTL11_MOUSE Tubulin polyglutamylase TTLL11 OS=Mus musculus OX=10090 GN=Ttll11 PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9966500	0	0	0	+		
168	E9Q5L2;E9PVD2;A6X935;A0A2K6EDJ7	E9Q5L2;E9PVD2;A6X935;A0A2K6EDJ7	Inter alpha-trypsin inhibitor, heavy chain 4	Itih4	tr|E9Q5L2|E9Q5L2_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=1;tr|E9PVD2|E9PVD2_MOUSE Inter alpha-trypsin inhibitor, heavy chain 4 OS=Mus musculus OX=10090 GN=Itih4 PE=1 SV=1;sp|A6X935|ITIH4_MOUSE Inter alph	14	14	13	0	48024000	0	92004000	0	0	0	0	0	0	0	0	32787000	0	0	81579000	0	0	0	0	0	0	0	0			
169	A8JYK8;P34914	A8JYK8;P34914	Bifunctional epoxide hydrolase 2;Cytosolic epoxide hydrolase 2;Lipid-phosphate phosphatase	Ephx2	tr|A8JYK8|A8JYK8_MOUSE Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=1;sp|P34914|HYES_MOUSE Bifunctional epoxide hydrolase 2 OS=Mus musculus OX=10090 GN=Ephx2 PE=1 SV=2	2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
170	B0V2N5;P07356	B0V2N5;P07356	Annexin;Annexin A2	Anxa2	tr|B0V2N5|B0V2N5_MOUSE Annexin (Fragment) OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=1;sp|P07356|ANXA2_MOUSE Annexin A2 OS=Mus musculus OX=10090 GN=Anxa2 PE=1 SV=2	1	1	1	0	4015200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
171	B1AR76;F7CPM1;F7C0F2;Q0VF62;B1AR74;Q8CCN5	B1AR76;F7CPM1;F7C0F2;Q0VF62;B1AR74;Q8CCN5	Breast carcinoma-amplified sequence 3 homolog	Bcas3	tr|B1AR76|B1AR76_MOUSE Breast carcinoma-amplified sequence 3 homolog (Fragment) OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=1;tr|F7CPM1|F7CPM1_MOUSE Breast carcinoma-amplified sequence 3 homolog (Fragment) OS=Mus musculus OX=10090 GN=Bcas3 PE=1 SV=1;tr|F7C0F	1	1	1	0	0	0	0	0	0	68680000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
172	B1ARS0;P40124	B1ARS0;P40124	Adenylyl cyclase-associated protein;Adenylyl cyclase-associated protein 1	Cap1	tr|B1ARS0|B1ARS0_MOUSE Adenylyl cyclase-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=1;sp|P40124|CAP1_MOUSE Adenylyl cyclase-associated protein 1 OS=Mus musculus OX=10090 GN=Cap1 PE=1 SV=4	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
173	B1AV75;Q3UJP5	B1AV75;Q3UJP5	Protein C8orf37 homolog	2610301B20Rik	tr|B1AV75|B1AV75_MOUSE RIKEN cDNA 2610301B20 gene OS=Mus musculus OX=10090 GN=2610301B20Rik PE=1 SV=1;sp|Q3UJP5|CH037_MOUSE Protein C8orf37 homolog OS=Mus musculus OX=10090 PE=1 SV=1	1	1	1	0	0	0	8687500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
174	B1AW13	B1AW13		Smpx	tr|B1AW13|B1AW13_MOUSE Small muscular protein (Fragment) OS=Mus musculus OX=10090 GN=Smpx PE=4 SV=1	1	1	1	0	0	0	0	0	0	0	0	134140000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
175	B1AX77;Q2TPA8	B1AX77;Q2TPA8	Hydroxysteroid dehydrogenase-like protein 2	Hsdl2	tr|B1AX77|B1AX77_MOUSE Hydroxysteroid dehydrogenase-like protein 2 (Fragment) OS=Mus musculus OX=10090 GN=Hsdl2 PE=1 SV=1;sp|Q2TPA8|HSDL2_MOUSE Hydroxysteroid dehydrogenase-like protein 2 OS=Mus musculus OX=10090 GN=Hsdl2 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	400870	0	0	0	0	0	0	0	0	0	0	0	+		
176	B1AYB9;Q8BSM5	B1AYB9;Q8BSM5	GRB2-associated-binding protein 3	Gab3	tr|B1AYB9|B1AYB9_MOUSE GRB2-associated-binding protein 3 OS=Mus musculus OX=10090 GN=Gab3 PE=1 SV=1;sp|Q8BSM5|GAB3_MOUSE GRB2-associated-binding protein 3 OS=Mus musculus OX=10090 GN=Gab3 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85338000	0	0	+		
177	B1AZ40;B1AZ41;B1AZ42	B1AZ40;B1AZ41;B1AZ42		Chmp6	tr|B1AZ40|B1AZ40_MOUSE Charged multivesicular body protein 6 (Fragment) OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=1;tr|B1AZ41|B1AZ41_MOUSE Charged multivesicular body protein 6 (Fragment) OS=Mus musculus OX=10090 GN=Chmp6 PE=1 SV=1;tr|B1AZ42|B1AZ42_MOUSE C	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32594000	0	0	0	0	0	0	0	+		
178	D6RG53;D6RJJ3;B1AZQ4;O55135	D6RG53;D6RJJ3;B1AZQ4;O55135	Eukaryotic translation initiation factor 6	Eif6	tr|D6RG53|D6RG53_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=1;tr|D6RJJ3|D6RJJ3_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=1;tr|B1AZQ4|B1AZQ4_MOUSE Eukaryotic tran	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
179	B1AZS9;O08807	B1AZS9;O08807	Peroxiredoxin-4	Prdx4	tr|B1AZS9|B1AZS9_MOUSE Peroxiredoxin-4 (Fragment) OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1;sp|O08807|PRDX4_MOUSE Peroxiredoxin-4 OS=Mus musculus OX=10090 GN=Prdx4 PE=1 SV=1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99516000	0	0	0	0			
180	B2M1R6;P61979;H3BLL4;Q8BT23;A0A286YDH1;A0A286YEC4;H3BKI8;A0A286YCM2;H3BLP7;A0A286YDM3;H3BK96;H3BKD0	B2M1R6;P61979;H3BLL4	Heterogeneous nuclear ribonucleoprotein K	Hnrnpk	tr|B2M1R6|B2M1R6_MOUSE Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1;sp|P61979|HNRPK_MOUSE Heterogeneous nuclear ribonucleoprotein K OS=Mus musculus OX=10090 GN=Hnrnpk PE=1 SV=1;tr|H3BLL4|H3BLL4_MOUSE Heterogeneous	4	4	4	0	11365000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
181	B2RPU8;D3Z5B1;Q9D1L0	B2RPU8;D3Z5B1;Q9D1L0	Coiled-coil-helix-coiled-coil-helix domain-containing protein 2	Zbed5;Chchd2	tr|B2RPU8|B2RPU8_MOUSE MCG130675 OS=Mus musculus OX=10090 GN=Zbed5 PE=1 SV=1;tr|D3Z5B1|D3Z5B1_MOUSE Zinc finger, BED type-containing 5 (Fragment) OS=Mus musculus OX=10090 GN=Zbed5 PE=4 SV=8;sp|Q9D1L0|CHCH2_MOUSE Coiled-coil-helix-coiled-coil-helix domain-c	1	1	1	0	0	0	5533600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
182	B2RU69;P70412	B2RU69;P70412	CUB and zona pellucida-like domain-containing protein 1	Cuzd1	tr|B2RU69|B2RU69_MOUSE CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cuzd1 PE=1 SV=1;sp|P70412|CUZD1_MOUSE CUB and zona pellucida-like domain-containing protein 1 OS=Mus musculus OX=10090 GN=Cuzd1 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41179000	0	0	0			
183	B2RU90;Q8BZ97	B2RU90;Q8BZ97	PR domain zinc finger protein 8	Prdm8	tr|B2RU90|B2RU90_MOUSE PR domain containing 8 OS=Mus musculus OX=10090 GN=Prdm8 PE=1 SV=1;sp|Q8BZ97|PRDM8_MOUSE PR domain zinc finger protein 8 OS=Mus musculus OX=10090 GN=Prdm8 PE=1 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	19048000	0	0	0	0	0	0	0	0	0	0	0			
184	B6ZND9	B6ZND9		Crxos	tr|B6ZND9|B6ZND9_MOUSE Cone-rod homeobox, opposite strand OS=Mus musculus OX=10090 GN=Crxos PE=2 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8034700	0	0	0	0	+		
185	F6R5G3;B7ZCR6;Q6PHP4	F6R5G3;B7ZCR6;Q6PHP4		Znf512b	tr|F6R5G3|F6R5G3_MOUSE Zinc finger protein 512B (Fragment) OS=Mus musculus OX=10090 GN=Zfp512b PE=1 SV=1;tr|B7ZCR6|B7ZCR6_MOUSE Zinc finger protein 512B OS=Mus musculus OX=10090 GN=Zfp512b PE=1 SV=1;tr|Q6PHP4|Q6PHP4_MOUSE MCG140111, isoform CRA_c (Fragment	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	526910	0	0	0	0	0	0	0	0	0	0	0			
186	D6RHK6;D6RJL1;B7ZMU0;Q8CCA0	D6RHK6;D6RJL1;B7ZMU0;Q8CCA0	DCN1-like protein;DCN1-like protein 4	Dcun1d4	tr|D6RHK6|D6RHK6_MOUSE DCN1-like protein 4 OS=Mus musculus OX=10090 GN=Dcun1d4 PE=1 SV=1;tr|D6RJL1|D6RJL1_MOUSE DCN1-like protein 4 OS=Mus musculus OX=10090 GN=Dcun1d4 PE=1 SV=1;tr|B7ZMU0|B7ZMU0_MOUSE DCN1-like protein OS=Mus musculus OX=10090 GN=Dcun1d4 P	1	1	1	0	0	0	0	8290900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
187	B8JJN0;B8JJM5;F6VQX8;P04186;F6XQ00;B8JJM6;H3BK95;B8JJM3;F6W2T4;B8JJM9;B8JJN2;P21180;F6ZCY7;CON__Q3KUS7	B8JJN0;B8JJM5;F6VQX8;P04186;F6XQ00;B8JJM6;H3BK95	Complement factor B;Complement factor B Ba fragment;Complement factor B Bb fragment	Gm20547;Cfb	tr|B8JJN0|B8JJN0_MOUSE Predicted gene 20547 OS=Mus musculus OX=10090 GN=Gm20547 PE=3 SV=1;tr|B8JJM5|B8JJM5_MOUSE Complement factor B OS=Mus musculus OX=10090 GN=Cfb PE=3 SV=1;tr|F6VQX8|F6VQX8_MOUSE Predicted gene 20547 (Fragment) OS=Mus musculus OX=10090 G	26	26	26	403150000	296000000	213350000	298980000	0	41749000	0	0	15115000	17459000	0	0	303820000	0	179000000	382090000	23811000	44350000	37968000	24387000	0	0	0	0			
188	B8JK33;B8JK32;Q9D0E1	B8JK33;B8JK32;Q9D0E1	Heterogeneous nuclear ribonucleoprotein M	Hnrnpm	tr|B8JK33|B8JK33_MOUSE Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm PE=1 SV=1;tr|B8JK32|B8JK32_MOUSE Heterogeneous nuclear ribonucleoprotein M OS=Mus musculus OX=10090 GN=Hnrnpm PE=1 SV=1;sp|Q9D0E1|HNRPM_MOUSE Heterogeneous	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4240600	0	0	0	0	0	0	0	0	0			
189	B8JK56;Q8VHH7	B8JK56;Q8VHH7	Adenylate cyclase type 3	Adcy3	tr|B8JK56|B8JK56_MOUSE Adenylate cyclase OS=Mus musculus OX=10090 GN=Adcy3 PE=1 SV=1;sp|Q8VHH7|ADCY3_MOUSE Adenylate cyclase type 3 OS=Mus musculus OX=10090 GN=Adcy3 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230130000	0	0	0	0	0			
190	Q3TY91;B9EKG2	Q3TY91;B9EKG2		Mroh5	tr|Q3TY91|Q3TY91_MOUSE Maestro heat-like repeat family member 5 OS=Mus musculus OX=10090 GN=Mroh5 PE=2 SV=1;tr|B9EKG2|B9EKG2_MOUSE Gm628 protein OS=Mus musculus OX=10090 GN=Mroh5 PE=2 SV=1	1	1	1	11113000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
191	C0HKD9;C0HKD8	C0HKD9;C0HKD8			sp|C0HKD9|MFA1B_MOUSE Microfibrillar-associated protein 1B OS=Mus musculus OX=10090 GN=Mfap1b PE=1 SV=1;sp|C0HKD8|MFA1A_MOUSE Microfibrillar-associated protein 1A OS=Mus musculus OX=10090 GN=Mfap1a PE=1 SV=1	1	1	1	0	5682800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
192	CON__A2I7N1;CON__A2I7N0	CON__A2I7N1;CON__A2I7N0			;	4	4	2	0	0	0	0	26803000	23571000	42565000	36447000	43284000	50109000	0	63722000	0	0	0	0	52659000	40749000	19554000	38861000	49082000	51084000	30367000	34784000			+
193	CON__REFSEQ:XP_001252647;CON__A2I7N3	CON__REFSEQ:XP_001252647;CON__A2I7N3			;	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
194	CON__ENSEMBL:ENSBTAP00000024146	CON__ENSEMBL:ENSBTAP00000024146				17	17	17	134100000	0	0	155570000	0	0	0	0	0	0	0	0	0	0	0	94611000	0	0	0	0	0	0	0	0			+
195	CON__ENSEMBL:ENSBTAP00000031900	CON__ENSEMBL:ENSBTAP00000031900				4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
196	CON__ENSEMBL:ENSBTAP00000032840	CON__ENSEMBL:ENSBTAP00000032840				2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9726900	0	0	0	0	0	0			+
197	CON__ENSEMBL:ENSP00000377550;CON__P13646-1	CON__ENSEMBL:ENSP00000377550;CON__P13646-1			;	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	4256700	0	0	0	0	0	0	0	0	0	0	0			+
198	CON__P00735	CON__P00735				3	2	2	0	0	0	8014000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
199	CON__P00978	CON__P00978				2	2	2	0	0	0	7084500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
200	CON__P01044-1;CON__Q2KJ62;CON__P01045-1	CON__P01044-1;CON__Q2KJ62;CON__P01045-1			;;	4	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7076300	0	0	0	0	0	0	0	0			+
201	CON__P02533;Q61781;CON__Q9Z2K1;CON__Q04695;Q9QWL7;CON__Q9QWL7;Q61414;Q9Z2K1;B1AQ77;CON__A2A4G1;CON__Q3ZAW8;CON__P08727;CON__Q6IFX2;CON__P19001;Q6IFX2;P19001;CON__P19012	CON__P02533;Q61781;CON__Q9Z2K1;CON__Q04695;Q9QWL7;CON__Q9QWL7;Q61414;Q9Z2K1;B1AQ77;CON__A2A4G1;CON__Q3ZAW8	Keratin, type I cytoskeletal 14;Keratin, type I cytoskeletal 17;Keratin, type I cytoskeletal 15;Keratin, type I cytoskeletal 16	Krt14;Krt17;Krt15;Krt16	;sp|Q61781|K1C14_MOUSE Keratin, type I cytoskeletal 14 OS=Mus musculus OX=10090 GN=Krt14 PE=1 SV=2;;;sp|Q9QWL7|K1C17_MOUSE Keratin, type I cytoskeletal 17 OS=Mus musculus OX=10090 GN=Krt17 PE=1 SV=3;;sp|Q61414|K1C15_MOUSE Keratin, type I cytoskeletal 15 OS	4	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7458700	0	0	0	0	0			+
202	CON__P02768-1	CON__P02768-1				12	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27833000			+
203	CON__P02769	CON__P02769				97	97	90	21398000000	1518500000	1709300000	16957000000	224020000000	160980000000	175710000000	193000000000	176160000000	198000000000	68150000000	326260000000	3249600000	4210300000	528510000	16639000000	207340000000	198320000000	226250000000	214420000000	205720000000	179280000000	23427000000	179410000000			+
204	CON__P04264;CON__Q6IFZ6;Q6IFZ6;P04104;CON__Q9R0H5;A0A2R8VHP3;CON__Q6NXH9;CON__P50446;Q3UV11;CON__Q7Z794;E9Q0F0;Q6IFZ9;Q9R0H5;Q6NXH9;P50446;Q9Z331	CON__P04264				24	24	15	81122000	32048000	0	179940000	148320000	48568000	357950000	106220000	0	37851000	127130000	0	190790000	69296000	598630000	0	56200000	0	1383500000	14122000	0	0	0	190970000			+
205	CON__P05784;P05784	CON__P05784;P05784	Keratin, type I cytoskeletal 18	Krt18	;sp|P05784|K1C18_MOUSE Keratin, type I cytoskeletal 18 OS=Mus musculus OX=10090 GN=Krt18 PE=1 SV=5	8	8	8	0	50365000	49743000	37636000	0	0	0	0	0	0	0	0	0	0	33278000	0	0	0	0	0	0	0	0	0			+
206	CON__P08779	CON__P08779				5	4	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13006000	0	0	0	0	0	0	0	0	0			+
207	CON__P12763	CON__P12763				15	15	14	2300600000	389250000	421390000	4923500000	53356000	1514800000	0	807730000	2318800000	62436000	198390000	0	320050000	181110000	109150000	4757100000	115960000	1317000000	0	133550000	1202000000	205610000	0	0			+
208	CON__P13645;A2A513;CON__P02535-1;P02535;CON__Q7Z3Z0;CON__Q7Z3Y8;CON__Q148H6;CON__Q7Z3Y7;CON__P08730-1;CON__Q7Z3Y9;CON__Q2M2I5;P08730;Q8VCW2;Q9Z320	CON__P13645				18	18	16	0	0	0	0	67938000	0	95224000	64235000	0	0	0	0	32697000	0	505940000	0	44223000	0	306160000	0	0	0	0	207640000			+
209	CON__P13647;CON__Q8VED5;Q8VED5;CON__Q5XKE5	CON__P13647				7	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11872000	0	0	0	0	0	0	0	0	0			+
210	CON__P15497	CON__P15497				6	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32151000	0	0	0	0	0	0	0	0			+
211	CON__P34955	CON__P34955				14	14	14	1995100000	0	0	842960000	0	0	0	76303000	0	0	0	0	158400000	0	0	432560000	0	70345000	0	0	70812000	0	0	0			+
212	CON__P35527	CON__P35527				22	22	22	0	12164000	0	0	0	0	132490000	24940000	0	0	0	0	13224000	94920000	652440000	0	0	0	378930000	0	0	0	0	0			+
213	CON__P35908v2;CON__P35908	CON__P35908v2;CON__P35908			;	20	18	14	0	0	0	0	0	0	58599000	0	0	0	0	0	26504000	25742000	148240000	0	0	0	118100000	0	0	0	0	38749000			+
214	CON__P41361	CON__P41361				2	1	1	0	0	0	9043100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
215	CON__P48668;CON__P04259;CON__P02538;CON__H-INV:HIT000016045;CON__P19013	CON__P48668;CON__P04259;CON__P02538			;;	10	6	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21891000	0	0	0	0	0	0	0	0	0			+
216	CON__P67983;P02798	CON__P67983;P02798	Metallothionein-2	Mt2	;sp|P02798|MT2_MOUSE Metallothionein-2 OS=Mus musculus OX=10090 GN=Mt2 PE=1 SV=2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	460450	0	0	0	0	0			+
217	CON__P81644	CON__P81644				3	3	3	0	0	0	10956000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
218	CON__Q0IIK2;CON__Q29443	CON__Q0IIK2;CON__Q29443			;	22	19	19	187760000	0	0	130640000	0	39077000	0	0	197660000	0	0	0	0	0	0	94830000	0	67268000	0	0	74385000	0	0	0			+
219	CON__Q14CN4-1;CON__Q6IME9;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;Q6IME9	CON__Q14CN4-1;CON__Q6IME9;CON__Q3SY84;CON__Q7RTS7;CON__Q32MB2;Q6IME9	Keratin, type II cytoskeletal 72	Krt72	;;;;;sp|Q6IME9|K2C72_MOUSE Keratin, type II cytoskeletal 72 OS=Mus musculus OX=10090 GN=Krt72 PE=3 SV=1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
220	CON__Q2KJF1	CON__Q2KJF1				7	7	7	0	0	0	61265000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
221	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229	CON__Q3MHN5;CON__ENSEMBL:ENSBTAP00000018229			;	11	11	11	43400000	16156000	0	135330000	122850000	115620000	21674000	46274000	170000000	28700000	0	65649000	0	0	0	84979000	57959000	241700000	38704000	83838000	105140000	31056000	0	47909000			+
222	CON__Q3SX09;CON__P02070;P02104	CON__Q3SX09				8	6	6	0	0	0	67101000	0	0	0	0	0	0	0	0	0	0	0	80523000	0	0	0	0	0	0	0	0			+
223	CON__Q3SZ57	CON__Q3SZ57				19	19	19	1026100000	0	0	816170000	0	192500000	0	31315000	105630000	0	0	0	0	0	0	569080000	0	140920000	0	0	84221000	0	0	0			+
224	CON__Q3SZH5	CON__Q3SZH5				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6336100	0	0	0	0	0	0	0	0			+
225	CON__Q3SZR3	CON__Q3SZR3				9	9	9	0	0	0	0	180420000	190510000	387730000	255110000	208080000	347910000	0	252210000	0	0	0	0	288040000	261610000	201570000	267410000	190920000	284680000	0	302490000			+
226	CON__Q3T052	CON__Q3T052				2	1	1	0	0	0	4232700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
227	CON__Q3ZBS7	CON__Q3ZBS7				5	5	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22856000	0	0	0	0	0	0	0	0			+
228	CON__Q58D62	CON__Q58D62				6	6	6	55105000	0	0	129050000	0	0	0	0	0	0	0	0	0	0	0	117260000	0	0	0	0	0	0	0	0			+
229	CON__Q5D862	CON__Q5D862				2	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1065000			+
230	CON__Q86YZ3	CON__Q86YZ3				1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	583810	0	0	0	0	0			+
231	CON__Q9TRI1	CON__Q9TRI1				6	2	2	0	0	0	23252000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
232	CON__Q9TTE1	CON__Q9TTE1				3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			+
233	D3YTN9	D3YTN9		Exosc9	tr|D3YTN9|D3YTN9_MOUSE Exosome complex component RRP45 (Fragment) OS=Mus musculus OX=10090 GN=Exosc9 PE=1 SV=1	1	1	1	0	0	0	17527000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			
234	D3YTQ9	D3YTQ9		Rps15	tr|D3YTQ9|D3YTQ9_MOUSE 40S ribosomal protein S15 OS=Mus musculus OX=10090 GN=Rps15 PE=1 SV=1	1	1	1	0	0	0	11008000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+		
235	D3YUL2;D3Z7F9;Q5HZH7	D3YUL2;D3Z7F9;Q5HZH7	Putative sodium-coupled neutral amino acid transporter 8	Slc38a8	tr|D3YUL2|D3YUL2_MOUSE Putative sodium-coupled neutral amino acid transporter 8 (Fragment) OS=Mus musculus OX=10090 GN=Slc38a8 PE=4 SV=1;tr|D3Z7F9|D3Z7F9_MOUSE Putative sodium-coupled neutral amino acid transporter 8 (Fragment) OS=Mus musculus OX=10090 GN=	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1124900	0	0	0	0	0	0	0	0	0	0	0	+		
