Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Mutated peptide count	Mutation names	Mutated peptide count C-C_1	Mutation names C-C_1	Mutated peptide count C-C_2	Mutation names C-C_2	Mutated peptide count C-C_3	Mutation names C-C_3	Mutated peptide count C-C_4	Mutation names C-C_4	Mutated peptide count C-M_1	Mutation names C-M_1	Mutated peptide count C-M_2	Mutation names C-M_2	Mutated peptide count C-M_3	Mutation names C-M_3	Mutated peptide count C-M_4	Mutation names C-M_4	Mutated peptide count C-S_1	Mutation names C-S_1	Mutated peptide count C-S_2	Mutation names C-S_2	Mutated peptide count C-S_3	Mutation names C-S_3	Mutated peptide count C-S_4	Mutation names C-S_4	Mutated peptide count WD-C_1	Mutation names WD-C_1	Mutated peptide count WD-C_2	Mutation names WD-C_2	Mutated peptide count WD-C_3	Mutation names WD-C_3	Mutated peptide count WD-C_4	Mutation names WD-C_4	Mutated peptide count WD-M_1	Mutation names WD-M_1	Mutated peptide count WD-M_2	Mutation names WD-M_2	Mutated peptide count WD-M_3	Mutation names WD-M_3	Mutated peptide count WD-M_4	Mutation names WD-M_4	Mutated peptide count WD-S_1	Mutation names WD-S_1	Mutated peptide count WD-S_2	Mutation names WD-S_2	Mutated peptide count WD-S_3	Mutation names WD-S_3	Mutated peptide count WD-S_4	Mutation names WD-S_4	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides C-C_1	Peptides C-C_2	Peptides C-C_3	Peptides C-C_4	Peptides C-M_1	Peptides C-M_2	Peptides C-M_3	Peptides C-M_4	Peptides C-S_1	Peptides C-S_2	Peptides C-S_3	Peptides C-S_4	Peptides WD-C_1	Peptides WD-C_2	Peptides WD-C_3	Peptides WD-C_4	Peptides WD-M_1	Peptides WD-M_2	Peptides WD-M_3	Peptides WD-M_4	Peptides WD-S_1	Peptides WD-S_2	Peptides WD-S_3	Peptides WD-S_4	Razor + unique peptides C-C_1	Razor + unique peptides C-C_2	Razor + unique peptides C-C_3	Razor + unique peptides C-C_4	Razor + unique peptides C-M_1	Razor + unique peptides C-M_2	Razor + unique peptides C-M_3	Razor + unique peptides C-M_4	Razor + unique peptides C-S_1	Razor + unique peptides C-S_2	Razor + unique peptides C-S_3	Razor + unique peptides C-S_4	Razor + unique peptides WD-C_1	Razor + unique peptides WD-C_2	Razor + unique peptides WD-C_3	Razor + unique peptides WD-C_4	Razor + unique peptides WD-M_1	Razor + unique peptides WD-M_2	Razor + unique peptides WD-M_3	Razor + unique peptides WD-M_4	Razor + unique peptides WD-S_1	Razor + unique peptides WD-S_2	Razor + unique peptides WD-S_3	Razor + unique peptides WD-S_4	Unique peptides C-C_1	Unique peptides C-C_2	Unique peptides C-C_3	Unique peptides C-C_4	Unique peptides C-M_1	Unique peptides C-M_2	Unique peptides C-M_3	Unique peptides C-M_4	Unique peptides C-S_1	Unique peptides C-S_2	Unique peptides C-S_3	Unique peptides C-S_4	Unique peptides WD-C_1	Unique peptides WD-C_2	Unique peptides WD-C_3	Unique peptides WD-C_4	Unique peptides WD-M_1	Unique peptides WD-M_2	Unique peptides WD-M_3	Unique peptides WD-M_4	Unique peptides WD-S_1	Unique peptides WD-S_2	Unique peptides WD-S_3	Unique peptides WD-S_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage C-C_1 [%]	Sequence coverage C-C_2 [%]	Sequence coverage C-C_3 [%]	Sequence coverage C-C_4 [%]	Sequence coverage C-M_1 [%]	Sequence coverage C-M_2 [%]	Sequence coverage C-M_3 [%]	Sequence coverage C-M_4 [%]	Sequence coverage C-S_1 [%]	Sequence coverage C-S_2 [%]	Sequence coverage C-S_3 [%]	Sequence coverage C-S_4 [%]	Sequence coverage WD-C_1 [%]	Sequence coverage WD-C_2 [%]	Sequence coverage WD-C_3 [%]	Sequence coverage WD-C_4 [%]	Sequence coverage WD-M_1 [%]	Sequence coverage WD-M_2 [%]	Sequence coverage WD-M_3 [%]	Sequence coverage WD-M_4 [%]	Sequence coverage WD-S_1 [%]	Sequence coverage WD-S_2 [%]	Sequence coverage WD-S_3 [%]	Sequence coverage WD-S_4 [%]	Intensity	Intensity C-C_1	Intensity C-C_2	Intensity C-C_3	Intensity C-C_4	Intensity C-M_1	Intensity C-M_2	Intensity C-M_3	Intensity C-M_4	Intensity C-S_1	Intensity C-S_2	Intensity C-S_3	Intensity C-S_4	Intensity WD-C_1	Intensity WD-C_2	Intensity WD-C_3	Intensity WD-C_4	Intensity WD-M_1	Intensity WD-M_2	Intensity WD-M_3	Intensity WD-M_4	Intensity WD-S_1	Intensity WD-S_2	Intensity WD-S_3	Intensity WD-S_4	LFQ intensity C-C_1	LFQ intensity C-C_2	LFQ intensity C-C_3	LFQ intensity C-C_4	LFQ intensity C-M_1	LFQ intensity C-M_2	LFQ intensity C-M_3	LFQ intensity C-M_4	LFQ intensity C-S_1	LFQ intensity C-S_2	LFQ intensity C-S_3	LFQ intensity C-S_4	LFQ intensity WD-C_1	LFQ intensity WD-C_2	LFQ intensity WD-C_3	LFQ intensity WD-C_4	LFQ intensity WD-M_1	LFQ intensity WD-M_2	LFQ intensity WD-M_3	LFQ intensity WD-M_4	LFQ intensity WD-S_1	LFQ intensity WD-S_2	LFQ intensity WD-S_3	LFQ intensity WD-S_4	MS/MS count C-C_1	MS/MS count C-C_2	MS/MS count C-C_3	MS/MS count C-C_4	MS/MS count C-M_1	MS/MS count C-M_2	MS/MS count C-M_3	MS/MS count C-M_4	MS/MS count C-S_1	MS/MS count C-S_2	MS/MS count C-S_3	MS/MS count C-S_4	MS/MS count WD-C_1	MS/MS count WD-C_2	MS/MS count WD-C_3	MS/MS count WD-C_4	MS/MS count WD-M_1	MS/MS count WD-M_2	MS/MS count WD-M_3	MS/MS count WD-M_4	MS/MS count WD-S_1	MS/MS count WD-S_2	MS/MS count WD-S_3	MS/MS count WD-S_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
D3YYQ5;P00687	D3YYQ5;P00687	1;1	1;1	1;1	Alpha-amylase;Alpha-amylase 1	Amy1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3YYQ5|D3YYQ5_MOUSE Alpha-amylase 1 (Fragment) OS=Mus musculus OX=10090 GN=Amy1 PE=1 SV=2;sp|P00687|AMY1_MOUSE Alpha-amylase 1 OS=Mus musculus OX=10090 GN=Amy1 PE=1 SV=2	2	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5.9	5.9	5.9	30.847	272	272;511	1	3	0	122.77	5.9	5.9	0	0	0	0	0	0	0	0	0	0	0	0	5.9	0	0	0	0	0	0	0	0	0	4567200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4567200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8696900	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4				244	2307	True	2355	24082;24083;24084	32488;32489;32490;32491	32491		
D3YYU9;Q99KG5	D3YYU9;Q99KG5	1;1	1;1	1;1	Lipolysis-stimulated lipoprotein receptor	Lsr	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3YYU9|D3YYU9_MOUSE Lipolysis-stimulated lipoprotein receptor (Fragment) OS=Mus musculus OX=10090 GN=Lsr PE=1 SV=1;sp|Q99KG5|LSR_MOUSE Lipolysis-stimulated lipoprotein receptor OS=Mus musculus OX=10090 GN=Lsr PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.9	7.9	7.9	30.362	277	277;594	1	1	0.0056926	5.5966	0	0	0	0	0	0	0	0	0	7.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62407000	0	0	0	0	0	0	0	0	0	62407000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15696000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0				245	2151	True	2196	21931	29804	29804	197	136
D3Z525;D3YZ10;D3Z3Q3;Q921U8	D3Z525;D3YZ10;D3Z3Q3;Q921U8	1;1;1;1	1;1;1;1	1;1;1;1	Smoothelin	Smtn	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z525|D3Z525_MOUSE Smoothelin (Fragment) OS=Mus musculus OX=10090 GN=Smtn PE=1 SV=1;tr|D3YZ10|D3YZ10_MOUSE Smoothelin (Fragment) OS=Mus musculus OX=10090 GN=Smtn PE=1 SV=8;tr|D3Z3Q3|D3Z3Q3_MOUSE Smoothelin OS=Mus musculus OX=10090 GN=Smtn PE=1 SV=1;sp|	4	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.3	12.3	12.3	14.196	122	122;140;946;923	1	1	1	-2	0	0	12.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10085000	0	0	10085000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4486900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			246	1604	True	1633	17891	24513	24513	198	1
D3YZN1;P56841	D3YZN1;P56841	1;1	1;1	1;1	Protein TCL1B2	Tcl1b2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3YZN1|D3YZN1_MOUSE Protein TCL1B2 OS=Mus musculus OX=10090 GN=Tcl1b2 PE=4 SV=1;sp|P56841|TCLB2_MOUSE Protein TCL1B2 OS=Mus musculus OX=10090 GN=Tcl1b2 PE=3 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	18.8	18.8	18.8	10.02	85	85;117	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18.8	0	0	0	0	0	0	0	40047000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40047000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22760000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			247	1374	True	1402	12045	16999	16999	199	64
D3Z6A6;D3YZV3;P10648;P13745;Q6P8Q0;E9Q6L7	D3Z6A6;D3YZV3;P10648;P13745;Q6P8Q0;E9Q6L7	5;5;5;5;4;3	3;3;3;3;2;2	3;3;3;3;2;2	Glutathione S-transferase;Glutathione S-transferase A2;Glutathione S-transferase A1;Glutathione S-transferase A1, N-terminally processed	Gsta2;Gsta1;Gm10639	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z6A6|D3Z6A6_MOUSE Glutathione S-transferase (Fragment) OS=Mus musculus OX=10090 GN=Gsta2 PE=3 SV=1;tr|D3YZV3|D3YZV3_MOUSE Glutathione S-transferase (Fragment) OS=Mus musculus OX=10090 GN=Gsta2 PE=1 SV=1;sp|P10648|GSTA2_MOUSE Glutathione S-transferase 	6	5	3	3	2	2	3	4	2	0	0	0	0	0	0	0	2	0	3	2	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	30.7	17.3	17.3	20.581	179	179;182;222;223;223;222	1	9	0	19.381	11.2	13.4	19	25.1	13.4	0	0	0	0	0	0	0	11.7	0	16.8	12.8	0	0	0	0	0	0	0	0	230170000	16366000	0	102770000	75024000	0	0	0	0	0	0	0	0	16364000	0	19646000	0	0	0	0	0	0	0	0	0	0	0	0	30005000	0	0	0	0	0	0	0	0	21424000	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	2	0	2	1	0	0	0	0	0	0	0	0	8				248	78;101;800;2155;2685	True;True;True;False;False	79;103;821;2200;2745	569;570;571;702;703;704;705;7339;7340;22237;22238;22239;22240;22241;22242;22243;22244;26554;26555;26556;26557;26558;26559;26560;26561;26562;26563;26564;26565;26566	792;793;794;972;973;974;975;10594;10595;30267;30268;30269;30270;30271;30272;30273;30274;30275;30276;30277;30278;30279;30280;30281;30282;36051;36052;36053;36054;36055;36056;36057;36058;36059;36060;36061;36062;36063;36064	793;974;10595;30273;36054		
D3Z100	D3Z100	1	1	1		Fam98c	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z100|D3Z100_MOUSE Family with sequence similarity 98, member C OS=Mus musculus OX=10090 GN=Fam98c PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	12	12	12	15.636	142	142	1	1	0.0055556	5.5628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	69666000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69666000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39594000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1				249	1611	True	1640	17899	24521	24521	200	1
D3Z289;Q8BXT1	D3Z289;Q8BXT1	1;1	1;1	1;1	Regulator of G-protein signaling 8	Rgs8	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z289|D3Z289_MOUSE Regulator of G-protein-signaling 8 OS=Mus musculus OX=10090 GN=Rgs8 PE=1 SV=1;sp|Q8BXT1|RGS8_MOUSE Regulator of G-protein signaling 8 OS=Mus musculus OX=10090 GN=Rgs8 PE=1 SV=1	2	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	6.7	6.7	6.7	20.81	178	178;180	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	0	6.7	0	0	0	0	0	0	0	0	0	0	0	0	74990000	0	0	0	0	0	0	0	0	0	0	0	74990000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27360000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			250	2539	True	2596	25528	34641	34641	201	152
D6RJL0;F7BBC1;D6RFT4;D3Z2A3;E9Q504;Q3UQE8;E9PWW8;G3X9F2;P79457	D6RJL0;F7BBC1;D6RFT4;D3Z2A3;E9Q504;Q3UQE8;E9PWW8;G3X9F2;P79457	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	Histone demethylase UTY	Uty	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D6RJL0|D6RJL0_MOUSE Histone demethylase UTY OS=Mus musculus OX=10090 GN=Uty PE=1 SV=1;tr|F7BBC1|F7BBC1_MOUSE Histone demethylase UTY (Fragment) OS=Mus musculus OX=10090 GN=Uty PE=1 SV=1;tr|D6RFT4|D6RFT4_MOUSE Histone demethylase UTY OS=Mus musculus OX=1	9	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	9	9	9	8.5749	78	78;100;144;646;1111;1149;1211;1212;1212	1	1	1	-2	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	31073000	0	0	0	0	0	0	0	0	0	0	31073000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66186000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	+			251	1674	True	1706	18028	24668	24668	202	61
D3Z5G7	D3Z5G7	5	1	1	Carboxylic ester hydrolase	Ces1b	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z5G7|D3Z5G7_MOUSE Carboxylic ester hydrolase OS=Mus musculus OX=10090 GN=Ces1b PE=1 SV=1	1	5	1	1	4	2	2	1	0	0	0	2	0	1	0	0	2	0	2	1	0	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	9	2.6	2.6	62.196	567	567	1	13	0	233.57	7.4	4.2	4.2	2.6	0	0	0	3.9	0	1.6	0	0	3.9	0	4.2	2.6	0	1.6	0	0	0	0	0	0	283410000	59286000	40490000	45620000	54138000	0	0	0	0	0	0	0	0	14576000	0	3836200	65462000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30799000	0	0	0	0	0	0	0	0	3	3	3	2	0	0	0	1	0	0	0	0	1	0	1	2	0	0	0	0	0	0	0	0	16				252	163;593;865;1688;2773	False;True;False;False;False	167;612;887;1721;2836	913;914;915;916;5762;5763;5764;5765;5766;5767;5768;5769;5770;5771;5772;5773;5774;8022;8023;8024;18050;28058;28059	1262;1263;1264;1265;8286;8287;8288;8289;8290;8291;8292;8293;8294;8295;8296;8297;8298;8299;8300;8301;11556;11557;11558;11559;24694;37941;37942	1263;8290;11557;24694;37941	203	373
D3Z6I8;E9Q7Q3;D3Z2H9;P21107;B7ZNL3;E9Q454;P58771;F8WID5;E9Q452;E9Q5J9;Q8BSH3;A0A0R4J1P2;A2AIM5;S4R2U0;A2AIM4;P58774;CON__Q3SX28	D3Z6I8;E9Q7Q3;D3Z2H9	6;6;5;2;2;2;2;2;2;2;2;2;1;1;1;1;1	6;6;5;2;2;2;2;2;2;2;2;2;1;1;1;1;1	4;4;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0		Tpm3;Tpm3-rs7	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z6I8|D3Z6I8_MOUSE Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1;tr|E9Q7Q3|E9Q7Q3_MOUSE Tropomyosin alpha-3 chain OS=Mus musculus OX=10090 GN=Tpm3 PE=1 SV=1;tr|D3Z2H9|D3Z2H9_MOUSE Tropomyosin 3, related sequence 7 OS=Mus musculus	17	6	6	4	0	1	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	24.7	24.7	15.4	28.723	247	247;248;248;285;284;287;284;326;281;285;284;284;105;157;284;284;284	1	9	0	212.37	0	5.7	8.9	15.8	0	0	0	0	0	0	0	0	0	0	14.6	0	0	0	0	0	0	0	0	0	89745000	0	16983000	34995000	19406000	0	0	0	0	0	0	0	0	0	0	18361000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34964000	0	0	0	0	0	0	0	0	0	0	3	2	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	13				253	85;671;1215;1217;1297;2776	True;True;True;True;True;True	86;690;1241;1243;1324;2839	613;6458;6459;10827;10828;10831;10832;11140;28064	854;9322;9323;9324;15488;15489;15492;15493;15494;15495;15496;15497;15892;37947	854;9322;15489;15495;15892;37947		
D3Z6V2;Q9JM62	D3Z6V2;Q9JM62	1;1	1;1	1;1	Receptor expression-enhancing protein;Receptor expression-enhancing protein 6	Reep6	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z6V2|D3Z6V2_MOUSE Receptor expression-enhancing protein OS=Mus musculus OX=10090 GN=Reep6 PE=1 SV=1;sp|Q9JM62|REEP6_MOUSE Receptor expression-enhancing protein 6 OS=Mus musculus OX=10090 GN=Reep6 PE=1 SV=1	2	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.5	10.5	10.5	14.005	124	124;201	1	3	0.0025063	9.2568	0	10.5	0	10.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14564000	0	7340100	0	7224200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2863500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3				254	1855	True	1895	18962;18963;18964	25942;25943;25944	25943		
D3Z742	D3Z742	1	1	1		Mb21d2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z742|D3Z742_MOUSE MCG125361, isoform CRA_a OS=Mus musculus OX=10090 GN=Mb21d2 PE=1 SV=1	1	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3.9	3.9	3.9	55.656	491	491	1	2	1	-2	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	3.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	+			255	1671	True	1703	18024;18025	24664;24665	24664	204;205	1;3
G3UZX6;H7BWX9;D3Z794;G3UZ60;G3UWI9;G3UWX9;G3UZA7;P61957;Q9Z172	G3UZX6;H7BWX9;D3Z794;G3UZ60;G3UWI9;G3UWX9;G3UZA7;P61957;Q9Z172	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	1;1;1;1;1;1;1;1;1	Small ubiquitin-related modifier;Small ubiquitin-related modifier 2;Small ubiquitin-related modifier 3	Sumo3;Sumo2	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|G3UZX6|G3UZX6_MOUSE Small ubiquitin-related modifier 3 (Fragment) OS=Mus musculus OX=10090 GN=Sumo3 PE=4 SV=1;tr|H7BWX9|H7BWX9_MOUSE Small ubiquitin-related modifier 2 OS=Mus musculus OX=10090 GN=Sumo2 PE=1 SV=1;tr|D3Z794|D3Z794_MOUSE Small ubiquitin-re	9	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	25.5	25.5	25.5	5.2631	47	47;53;71;75;82;96;113;95;110	1	1	0.0024876	8.8672	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5	0	0	0	0	0	0	0	0	0	4337700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4337700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8260000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2				256	2467	True	2522	25055	34012;34013	34013		
D3Z7M4;E9Q138;E9PU89;Q4VJB9;Q8CAR0;P05017	D3Z7M4;E9Q138;E9PU89;Q4VJB9;Q8CAR0;P05017	2;2;2;2;2;2	2;2;2;2;2;2	2;2;2;2;2;2	Insulin-like growth factor I	Igf1	0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		0		tr|D3Z7M4|D3Z7M4_MOUSE Insulin-like growth factor I (Fragment) OS=Mus musculus OX=10090 GN=Igf1 PE=1 SV=1;tr|E9Q138|E9Q138_MOUSE Insulin-like growth factor I OS=Mus musculus OX=10090 GN=Igf1 PE=1 SV=1;tr|E9PU89|E9PU89_MOUSE Insulin-like growth factor I OS=	6	2	2	2	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	10.4	10.4	10.4	15.075	135	135;137;143;159;165;153	1	7	0	106.28	0	0	0	10.4	0	0	0	0	0	0	0	0	10.4	0	9.6	9.6	0	0	0	0	0	0	0	0	42652000	0	0	0	28253000	0	0	0	0	0	0	0	0	5493400	0	8905300	0	0	0	0	0	0	0	0	0	0	0	0	11199000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	9				257	174;2022	True;True	178;2065	942;943;944;20201;20202;20203;20204	1299;1300;1301;1302;27560;27561;27562;27563;27564	1302;27560		
